S/NÂ°,CHAPTER,CHAPTER CODE,sector_label,sector_id,COFOG1 Code,COFOG1 Label,Chapter Label,CHAPTER 2,P.O. NÂ°,AUTH. NÂ°,IMPUTATION,PHYSICAL UNIT DEMANDED,BENEFICIARY,QTY COM,reporting_type,amount,QTY SUPPLIED,PHY. %,FIN. %,SUM,AREA 1,commune,AREA 2,TIME,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37,Column 38,Column 39,Column 40,Column 41,Column 42,Column 43,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58,Column 59,Column 60,Column 61,Column 62,Column 63,Column 64,Column 65,Column 66,Column 67,Column 68,Column 69,Column 70,Column 71,Column 72,Column 73,Column 74,Column 75,Column 76,Column 77,Column 78,Column 79,Column 80,Column 81,Column 82,Column 83,Column 84,Column 85,Column 86,Column 87,Column 88,Column 89,Column 90,Column 91,Column 92,Column 93,Column 94,Column 95,Column 96,Column 97,Column 98,Column 99,Column 100,Column 101,Column 102,Column 103,Column 104,Column 105,Column 106,Column 107,Column 108,Column 109,Column 110,Column 111,Column 112,Column 113,Column 114,Column 115,Column 116,Column 117,Column 118,Column 119,Column 120,Column 121,Column 122,Column 123,Column 124,Column 125,Column 126,Column 127,Column 128,Column 129,Column 130,Column 131,Column 132,Column 133,Column 134,Column 135,Column 136,Column 137,Column 138,Column 139,Column 140,Column 141,Column 142,Column 143,Column 144,Column 145,Column 146,Column 147,Column 148,Column 149,Column 150,Column 151,Column 152,Column 153,Column 154,Column 155,Column 156,Column 157,Column 158,Column 159,Column 160,Column 161,Column 162,Column 163,Column 164,Column 165,Column 166,Column 167,Column 168,Column 169,Column 170,Column 171,Column 172,Column 173,Column 174,Column 175,Column 176,Column 177,Column 178,Column 179,Column 180,Column 181,Column 182,Column 183,Column 184,Column 185,Column 186,Column 187,Column 188,Column 189,Column 190,Column 191,Column 192,Column 193,Column 194,Column 195,Column 196,Column 197,Column 198,Column 199,Column 200,Column 201,Column 202,Column 203,Column 204,Column 205,Column 206,Column 207,Column 208,Column 209,Column 210,Column 211,Column 212,Column 213,Column 214,Column 215,Column 216,Column 217,Column 218,Column 219,Column 220,Column 221,Column 222,Column 223,Column 224,Column 225,Column 226,Column 227,Column 228,Column 229,Column 230,Column 231,Column 232,Column 233,Column 234,Column 235,Column 236,Column 237,Column 238,Column 239,Column 240,Column 241,Column 242,Column 243,Column 244,Column 245,Column 246,Column 247,Column 248,Column 249,Column 250,Column 251,Column 252,Column 253,Column 254,Column 255,Column 256
7,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,6953705,IL02271,15  661638  2222,GS MESSI: CONTR SALLES DE CLASSE,,1,AMOUNT,1.60E+07,1,100,98.97246875,1.60E+09,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,6953705,IL02271,15  661638  2222,GS MESSI: CONTR SALLES DE CLASSE,,1,ENGAGE,1.58E+07,1,100,98.97246875,1.60E+09,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,6953705,IL02271,15  661638  2222,GS MESSI: CONTR SALLES DE CLASSE,,1,LIQUIDATE,1.58E+07,1,100,98.97246875,1.60E+09,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,6988551,IL02272,15  661638  2222A,GS BUKOW: CONSTR SALLES DE CLASSE,,1,AMOUNT,1.60E+07,1,100,100,1.60E+09,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,6988551,IL02272,15  661638  2222A,GS BUKOW: CONSTR SALLES DE CLASSE,,1,ENGAGE,1.60E+07,1,100,100,1.60E+09,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,6988551,IL02272,15  661638  2222A,GS BUKOW: CONSTR SALLES DE CLASSE,,1,LIQUIDATE,1.60E+07,1,100,100,1.60E+09,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7073451,IL02273,15  661638  2222B,GS MBETPAW BAMALI: CONSTR SALLES DE CLASSE,,1,AMOUNT,3.20E+07,1,100,100,3.20E+09,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7073451,IL02273,15  661638  2222B,GS MBETPAW BAMALI: CONSTR SALLES DE CLASSE,,1,ENGAGE,3.20E+07,1,100,100,3.20E+09,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7073451,IL02273,15  661638  2222B,GS MBETPAW BAMALI: CONSTR SALLES DE CLASSE,,1,LIQUIDATE,3.20E+07,1,100,100,3.20E+09,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7073465,IL02274,15  661638  2261A,GS BUKOW: EQUIP EN BUR DE MAITRE,,1,AMOUNT,250000,1,100,100,2.50E+07,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7073465,IL02274,15  661638  2261A,GS BUKOW: EQUIP EN BUR DE MAITRE,,1,ENGAGE,250000,1,100,100,2.50E+07,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7073465,IL02274,15  661638  2261A,GS BUKOW: EQUIP EN BUR DE MAITRE,,1,LIQUIDATE,250000,1,100,100,2.50E+07,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7073471,IL02276,15  661638  2261B,GS MBETPAW BAMALI: EQUIOP EN BUR DE MAITRE,,1,AMOUNT,500000,1,100,100,5.00E+07,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7073471,IL02276,15  661638  2261B,GS MBETPAW BAMALI: EQUIOP EN BUR DE MAITRE,,1,ENGAGE,500000,1,100,100,5.00E+07,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7073471,IL02276,15  661638  2261B,GS MBETPAW BAMALI: EQUIOP EN BUR DE MAITRE,,1,LIQUIDATE,500000,1,100,100,5.00E+07,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,6988558,IL02277,15  661638  2270,GS MBISSA BANBALANG: EQUIP EN TABLE BANCS,,1,AMOUNT,900000,1,100,100,9.00E+07,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,6988558,IL02277,15  661638  2270,GS MBISSA BANBALANG: EQUIP EN TABLE BANCS,,1,ENGAGE,900000,1,100,100,9.00E+07,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,6988558,IL02277,15  661638  2270,GS MBISSA BANBALANG: EQUIP EN TABLE BANCS,,1,LIQUIDATE,900000,1,100,100,9.00E+07,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7073459,IL02278,15  661638  2270A,GS BUKOW: EQUIP EN TABLE BANCS,,1,AMOUNT,1800000,1,100,100,1.80E+08,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7073459,IL02278,15  661638  2270A,GS BUKOW: EQUIP EN TABLE BANCS,,1,ENGAGE,1800000,1,100,100,1.80E+08,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7073459,IL02278,15  661638  2270A,GS BUKOW: EQUIP EN TABLE BANCS,,1,LIQUIDATE,1800000,1,100,100,1.80E+08,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,6988556,IL02279,15  661638  2270B,GS MBETPAW BAMALI:EQUIP EN TABLE BANCS,,1,AMOUNT,3600000,1,100,100,3.60E+08,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,6988556,IL02279,15  661638  2270B,GS MBETPAW BAMALI:EQUIP EN TABLE BANCS,,1,ENGAGE,3600000,1,100,100,3.60E+08,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,6988556,IL02279,15  661638  2270B,GS MBETPAW BAMALI:EQUIP EN TABLE BANCS,,1,LIQUIDATE,3600000,1,100,100,3.60E+08,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7073457,IL02280,15  661638  2270C,GS MESSI: EQUIP EN TABLE BANCS,,1,AMOUNT,1800000,1,100,100,1.80E+08,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7073457,IL02280,15  661638  2270C,GS MESSI: EQUIP EN TABLE BANCS,,1,ENGAGE,1800000,1,100,100,1.80E+08,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7073457,IL02280,15  661638  2270C,GS MESSI: EQUIP EN TABLE BANCS,,1,LIQUIDATE,1800000,1,100,100,1.80E+08,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,6988560,IL02281,15  661638  2270D,GS NKANKWOU MBISA: EQUIP EN TABLE BANCS,,1,AMOUNT,900000,1,100,100,9.00E+07,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,6988560,IL02281,15  661638  2270D,GS NKANKWOU MBISA: EQUIP EN TABLE BANCS,,1,ENGAGE,900000,1,100,100,9.00E+07,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,6988560,IL02281,15  661638  2270D,GS NKANKWOU MBISA: EQUIP EN TABLE BANCS,,1,LIQUIDATE,900000,1,100,100,9.00E+07,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,CHAPTER 15 - Education primaire,15,Education,9,9,Education,Education primaire ,Education primaire,7038839,IL02134,15  661604  2222,GS NCHOTCHIMBERE BANGOLAN: CONSTR SALLES DE ,,1,AMOUNT,1.60E+07,1,100,100,1.60E+09,NGOKETUNJIA,Ngo-Ketunjia,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
